Ref,Val,Package,PosX,PosY,Rot,Side
"CTA1","AudioJack3","Jack_3.5mm_CUI_SJ-3523-SMT_Horizontal",5.098425,-3.395000,90.000000,top
"CTB1","AudioJack3","Jack_3.5mm_CUI_SJ-3523-SMT_Horizontal",5.098425,-3.885000,90.000000,top
"CTC1","AudioJack3","Jack_3.5mm_CUI_SJ-3523-SMT_Horizontal",5.098425,-4.380000,90.000000,top
"CTN1","AudioJack3","Jack_3.5mm_CUI_SJ-3523-SMT_Horizontal",5.098425,-4.875000,90.000000,top
